,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
77,"Will, G.",,,,,"Restoration: Congress, Term Limits, and the Recovery of Deliberative Democracy",JOUR,"Mohan, Rakesh","Stutzman, Mary",,,,,,,,,The impact of term limits on legislative program evaluation,New Directions for Evaluation,1999,81,1097-6736,https://doi.org/10.1002/ev.1130,95,105
0,"Albrecht, W. S.",,,,,Ethical Issues in the Practice of Accounting,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
1,W. R. Shadish,D. L. Newman,M. A. Scheirer,C. Wye,,Guiding Principles for Evaluators,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
2,"Bayles, M. D.",,,,,Professional Ethics,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
3,"Campbell, D.",,,,,Inter-disciplinary Relationships in the Social Sciences,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
4,"Covert, R. W.",W. R. Shadish,D. L. Newman,M. A. Scheirer,C. Wye,A Twenty-Year Veteran's Reflections on the Guiding Principles for Evaluators,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
5,P. Rossi,,,,,Evaluation Research Society Standards for Program Evaluation,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
6,"Fitzpatrick, J. L.",J. W. Altschuld,M. Engle,,,Alternative Models for the Structuring of Professional Preparation Programs,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
7,"House, E. R.",W. R. Shadish,D. L. Newman,M. A. Scheirer,C. Wye,Principled Evaluation: A Critique of the AEA Guiding Principles,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
8,,,,,,"Standards for Evaluations of Educational Programs, Projects, and Materials",JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
9,,,,,,The Program Evaluation Standards,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
10,"Mintz, S. M.",,,,,Cases in Accounting Ethics and Professionalism,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
11,"Morris, M.",,,,,Ethical Challenges,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
12,"Plant, J. F.",,,,,Teaching Ethics and Values in Public Administration Programs,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
13,"Rohr, J. A.",,,,,Ethics for Bureaucrats: An Essay on Law and Values,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
14,"Rossi, P. H.",W. R. Shadish,D. L. Newman,M. A. Scheirer,C. Wye,Doing Good and Getting It Right,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
15,"Sanders, J.",,,,,Personal communication,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
16,"Shadish, W. R.","Newman, D. L.","Scheirer, M. A.","Wye, C. (1995).",W. R. Shadish,Developing the Guiding Principles,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
17,"Stufflebeam, D. L.",P. H. Rossi,,,,A Next Step: Discussion to Consider Unifying the ERS and Joint Committee Standards,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
18,"Wisler, C.",,,,,A Next Step: Discussion to Consider Unifying the ERS and Joint Committee Standards,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
19,"Worthen, B. R.","Sanders, J. R.","Fitzpatrick, J. L.",,,Program Evaluation,JOUR,"Fitzpatrick, Jody L.",,,,,,,,,,Ethics in disciplines and professions related to evaluation,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1132,5,14
20,W. R. Shadish,D. L. Newman,M. A. Scheirer,C. Wye,,Guiding Principles for Evaluators,JOUR,"Morris, Michael",,,,,,,,,,Research on evaluation ethics: What have we learned and why is it important?,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1133,15,24
21,"Bickman, L.",,,,,A Continuum of Care: More Is Not Always Better,JOUR,"Morris, Michael",,,,,,,,,,Research on evaluation ethics: What have we learned and why is it important?,New Directions for Evaluation,1999,82,1097-6736,https://doi.org/10.1002/ev.1133,15,24
