,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
11,"Exline, J. D.","Tonelson, S. W.",,,,Virginia's Science Education Program Assessment Model Resource Guide,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
12,"Field, S. L.","Hill, D. S.",,,,Contextual Appraisal: A Framework for Meaningful Evaluation of Special Education Programs,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
13,"Guba, E. G.","Lincoln, Y. S.",,,,Effective Evaluation,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
14,"Henkin, G.","Iozzi, L.","Cheu, J.","Maul, J.",,An Evaluation of Curriculum Materials Based upon the Socio-Scientific Reasoning Model,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
15,,,,,,Tomorrow's Teachers: A Report of the Holmes Group,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
16,,,,,,Thesaurus of ERIC Descriptors,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
17,"Jackson, P. W.",,,,,The Functions of Educational Research,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
18,"Kirkpatrick, D. L.",,,,,Techniques for Evaluating Training Programs,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
19,"Kyle, W. C., Jr.",,,,,A Research Agenda for Science Education,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
20,"Mathews, W. D.",,,,,Evaluation SourceBook of the Ohio Program Evaluators' Group,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
21,"Mayer, V. J.","Stoever, E. C., Jr.",,,,NAGT Crustal Evolution Education Project: A Unique Model for Science Curriculum Materials Development and Evaluation,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
22,"Muncey, D. E.","McQuillan, P. J.",,,,Preliminary Findings from a Five-Year Study of the Coalition of Essential Schools,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
23,,,,,,A Nation at Risk,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
24,,,,,,The National Education Goals Report,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
25,"Odden, A.",,,,,Educational Indicators in the United States: The Need for Analysis,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
26,"Patton, M. Q.",,,,,Qualitative Evaluation and Research Methods,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
27,"Pines, L. A.",,,,,A Model for Program Development and Evaluation: The Formative Role of Summative Evaluation and Research in Science Education,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
28,"Rubba, P. A.",,,,,Integrating STS into School Science and Teacher Education: Beyond Awareness,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
29,"Rutherford, F. J.","Ahlgren, A.",,,,Science for All Americans,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
30,"Scriven, M.",,,,,Educational Evaluation: Theory and Practice,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
31,,,,,,Indicators far Monitoring Mathematics and Science Education,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
32,"Shell, D. F.","Horn, C. A.","Severs, M. K.",,,We Do—They Do: A Model far Practical Service Program Evaluation,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
33,"Small, L.",,,,,Science Process Evaluation Model,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
34,"Stake, R. E.",,,,,The Countenance of Educational Evaluation,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
35,"Stufflebeam, D. L.",,,,,Evaluation as Enlightenment far Decision-Making,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
36,"Stufflebeam, D. L.",,,,,Educational Evaluation: Theory and Practice,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
37,"Welch, W. W.",,,,,The Process of Evaluation,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
38,"Worthen, B. R.","Sanders, J. R.",,,,Educational Evaluation: Alternative Approaches and Practical Guidelines,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
39,"Worthen, B. R.","Sanders, J. R.",J. W. Altschuld,,,The Changing Face of Educational Evaluation,JOUR,"Altschuld, James W.","Kumar, David",,,,,,,,,Program evaluation in science education: The model perspective,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1699,5,17
40,"Anderson, S. B.","Ball, S.",,,,The Profession and Practice of Program Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
41,"Barley, Z. A.","Jenness, M.",,,,Cluster Evaluation: A Method to Strengthen Evaluation in Small Programs with Similar Purposes,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
42,"Bond, L.",,,,,Surveying the Landscape of State Educational Assessment Programs,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
43,"Boruch, R. F.",,,,,Evaluation and Education: At Quarter Century,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
44,"Brunner, J.",,,,,The Process of Education,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
45,"Cronbach, L. J.",,,,,Course Improvement Through Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
46,"Cronbach, L. J.",,,,,Toward Reform of Program Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
47,"Daillak, R. H.","Alkin, M. C.","Stecher, G.",,,Evaluation in Change,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
48,,,,,,Guidebook to Excellence,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
49,"Eisner, E. W.",,,,,Evaluation and Education: At Quarter Century,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
50,"Gottfredson, G. D.",,,,,A Theory-Ridden Approach to Program Evaluation: A Method for Stimulating Researcher-Implementer Collaboration,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
51,"Guba, E. G.","Lincoln, Y. S.",,,,"The Countenance of Fourth Generation Evaluation: Description, Judgment, and Negotiation",JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
52,"Guba, E. G.","Lincoln, Y. S.",,,,Fourth Generation Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
53,,,,,,Science Assessment in the Service of Reform,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
54,"McClintock, C.",,,,,Toward a Theory of Formative Program Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
55,"McColskey, W.",,,,,"Evaluating a Middle School Science Reform Effort in North Carolina: Scope, Sequence, and Coordination",JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
56,"McColskey, W.","O'Sullivan, R. G.",,,,How to Assess Student Performance in Science: Going Beyond Multiple-Choice Tests,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
57,"Madaus, G. F.",,,,,The Influence of Testing on Teaching Math and Science in Grades 4-12. Executive Summary,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
58,,,,,,National Science Education Standards: July 1993 Progress Report,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
59,,,,,,National Education Goals Report,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
60,"O'Sullivan, R. G.","McColskey, W.","Harman, P.",,,Implementing Performance Assessment in Middle School Science Programs,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
61,,,,,,Evaluator Interventions: Pros and Cons,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
62,"Popham, W. J.",,,,,Educational Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
63,"Rog, D. J.","Bickman, L.",,,,The Feedback Research Approach to Evaluation. A Method to Increase Evaluation Utility,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
64,"Scriven, M.",,,,,Perspectives of Curriculum Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
65,"Scriven, M.",,,,,Evaluation in Education,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
66,"Scriven, M.",,,,,Evaluation Models,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
67,"Scriven, M.",,,,,Evaluation and Education: At Quarter Century,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
68,"Scriven, M.",,,,,Evaluation and Education: At Quarter Century,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
69,"Sebring, P. A.","Bryk, A. S.",R. P. Niemiec,H. J. Walberg,,Charting Reform in Chicago Schools: Pluralistic Policy Research,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
70,"Sechrest, L.",,,,,Roots: Back to Our First Generations,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
71,"Shadish, W. R.","Cook, T. D.","Leviton, L. C.",,,Foundations of Program Evaluation. Theories of Practice,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
72,"Stake, R. F.",,,,,Evaluation and Education: At Quarter Century,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
73,"Stake, R. E.",,,,,The Case Study Method in Social Inquiry,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
74,"Wiggins, G. A.",,,,,True Test: Toward More Authentic and Equitable Assessment,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
75,"Wholey, J. S.",,,,,Managing for High Performance. The Role of Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
76,,,,,,Information on Cluster Evaluation,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
77,"Worthen, B. R.","Sanders, J. R.",,,,Educational Evaluation. Alternative Approaches and Practical Guidelines,JOUR,"O'Sullivan, Rita G.",,,,,,,,,,From judges to collaborators: Evaluators' roles in science curriculum reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1700,19,29
78,,,,,,A Review of APU Survey Findings 1980–1984,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
79,"Baron, J. B.",,,,,Science Assessment in the Service of Reform,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
80,"Berlak, H.",,,,,Toward a New Science of Educational Testing and Assessment,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
81,,,,,,Toward a New Science of Educational Testing and Assessment,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
82,"Bloom, B. S.","Madaus, G. F.","Hastings, J. T.",,,Evaluation to Improve Learning,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
83,"Chittenden, Edward.",V. Perrone,,,,"Authentic Assessment, Evaluation, and Documentaion of Student Performance",JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
84,"Chittenden, E.","Wallace, V.",,,,Reforming School Practices: The Case of Central Park East,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
85,"Cobb, P.","Wood, T.","Yackel, E.","McNeal, B.",,Characteristics of Classroom Mathematics Traditions: An International Analysis,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
86,,,,,,The Content Core,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
87,,,,,,Curriculum and Evaluation Standards for School Mathematics,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
88,"Haney, W.",,,,,Cognitive and Linguistic Analyses of Test Performance,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
89,"Haney, W.","Madaus, G.","Lyons, R.",,,The Fractured Marketplace,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
90,"Harmon, M.","Mungal, C.F.M.",,,,The Influence of Testing on Teaching Math and Science in Grades 4-12: Appendix B: An Analysis of Standardized and Text-Embedded Tests in Mathematics,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
91,"Harmon, M.","Mungal, C.F.M.",,,,The Influence of Testing on Teaching Math and Science in Grades 4-12: Appendix C: An Analysis of Standardized and Text-Embedded Tests in Science,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
92,"Klopfer, L. E.",,,,,Handbook on Formative and Summative Evaluation of Student Learning,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
93,"Kulm, G.","Malcom, S.",,,,Science Assessment in the Service of Reform,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
94,"Lomax, R.",,,,,The Influence of Testing on Teaching Math and Science in Grades 4-12. Appendix A: Report of a Nationwide Teacher Survey,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
95,"Lomax, R.","West, M. M.","Harmon, M.","Viator, K.","Madaus, G.",The Impact of Mandated Standardized Testing on Minority Students,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
96,"Madaus, G.",,,,,The Impact of Mandated Standardized Testing on Minority Students,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
97,,,,,,Educational Evaluation: Classic Works of Ralph W. Tyler,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
98,"Marzano, R. E.",,,,,A Different Kind of Classroom: Teaching with Dimensions of Learning,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
99,"Mitchell, R.",,,,,Testing for Learning,JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
100,,,,,,"1990 Assessment, Science Public Release. Grades 4, 8",JOUR,"Harmon, Maryellen",,,,,,,,,,The changing role of assessment in evaluating science education reform,New Directions for Program Evaluation,1995,65,0164-7989,https://doi.org/10.1002/ev.1701,31,51
