,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
54,"D'Andrade, R.",,,,,Cultural Illness and Health: Essays in Human Adaptation,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
55,"Gay, G.","Abrahams, R. D.",,,,"Does the Pot Melt, Boil, or Brew? Black Children and White Assessment Procedures",JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
56,"Hartigan, J.","Wigdor, A. K.",,,,"Fairness in Employment Testing: Validity Generalization, Minority Issues, and the General Aptitude Test Battery",JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
57,"Highwater, J.",,,,,The Primal Mind: Vision and Reality in Indian America,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
58,"Labov, W.",,,,,A Study of the Non-Standard English of Negro and Puerto Rican Speakers in New York City,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
59,"Labov, W.",,,,,Objectivity and Commitment in Linguistic Science,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
60,"McShane, D.",,,,,Testing American Natives and Alaskan Natives,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
61,"Miller-Jones, D.",,,,,Culture and Testing,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
62,"Miller-Jones, D.",,,,,Proceedings of the Fifth Conference on Empirical Research in Black Psychology,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
63,,,,,,From Gatekeeper to Gateway: Transforming Testing in America,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
64,"O'Connor, M.",,,,,"Test Policy and Test Performance: Education, Language, and Culture",JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
65,"Ogbu, J.",,,,,Social Stratification and the Socialization of Competence,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
66,"Ogbu, J.",,,,,Origins of Human Competence: A Cultural Ecology Perspective,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
67,"Ogbu, J.",,,,,Beginnings: The Social and Affective Development of Black Children,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
68,"Ogbu, J.",,,,,The School Achievement of Minority Children: New Perspectives,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
69,"Olmedo, E. L.",,,,,Testing and Linguistic Minorities,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
70,"Omi, M.","Winant, H.",,,,Racial Formation in the United States: From the 1960s to the 1980s,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
71,"Padilla, A.",,,,,"Testing, Teaching, and Learning: Report of a Conference on Research on Testing",JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
72,"Perkins, D. N.",,,,,Knowledge as Design,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
73,"Tsang, C. L",,,,,"Test Policy and Test Performance: Education, Language, and Culture",JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
74,"Tsang, C. L.","Wing, L. C.",,,,Beyond Angel Island: The Education of Asian Americans,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
75,,,,,,Using Demographic Data for Long-Range Planning: An Interview with Harold Hodgkinson,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
76,"Valdez, G.","Figueroa, R.",,,,The Nature of Bilingualism and the Nature of Testing: Towards the Development of a Coherent Research Agenda,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
77,"Vygotsky, L.",,,,,The Problem of the Cultural Development of the Child,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
78,"Vygotsky, L.",,,,,Mind and Society,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
79,"Wideman, J. E.",,,,,Philadelphia Fire,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
80,"William, T. S.",,,,,Some Issues in the Standardized Testing of Minority Students,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
81,"Williams, F.",,,,,Language and Poverty: Perspectives on a Theme,JOUR,"McDowell, Ceasar L.",,,,,,,,,,Standardized tests and program evaluation: Inappropriate measures in critical times,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1600,45,54
82,"Allen, W.",,,,,The Search for Applicable Theories of Black Family Life,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
83,"Allport, G. W.",,,,,The Nature of Prejudice,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
84,"Banton, A.",,,,,The Idea of Race,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
85,"Bickman, L.",L. Bickman,,,,The Functions of Program Theory,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
86,"Bickman, L.",,,,,Advances in Program Theory,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
87,"Boykin, A. W.",,,,,Research Directions of Black Psychology,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
88,"Boykin, A. W.",,,,,The School Achievement of Minority Children: New Perspectives,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
89,"Bryk, A. S.","Raudenbush, S.",A. Bryk,,,The Potential Contribution of Program Evaluation to Social Problem Solving,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
90,"Carver, R. P.",,,,,The Case Against Statistical Significance Testing,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
91,"Chen, H. T.",,,,,Sensible Evaluation: The Theory-Driven Approach,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
92,"Chen, H. T.","Rossi, P.",,,,Evaluating with Sense: The Theory-Driven Approach,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
93,"Chen, H. T.","Rossi, P.",,,,The Theory-Driven Approach to Validity,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
94,"Cordray, D. S.",W. Trochim,,,,Quasi-Experimental Analysis: A Mixture of Methods and Judgment,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
95,"Einhorn, H. J.","Hogarth, R. M.",,,,Judging Probable Cause,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
96,"Farley, R.","Allen, W.",,,,The Color Line and the Quality of American Life,JOUR,"Davis, James Earl",,,,,,,,,,Reconsidering the use of race as an explanatory variable in program evaluation,New Directions for Program Evaluation,1992,53,0164-7989,https://doi.org/10.1002/ev.1601,55,67
