,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
44,"Picado, X.",,,,,"Análisis de políticas públicas: El subprograma de comedores escolares, 1975–1982",JOUR,"Picado, Xinia",,,,,,,,,,"Local politics, program implementation, and program evaluation",New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1511,31,37
45,"Picado, X.",,,,,El programa de comedores escolares: Análisis evaluativo de una política social,JOUR,"Picado, Xinia",,,,,,,,,,"Local politics, program implementation, and program evaluation",New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1511,31,37
46,,,,,,"Rapid, Low-Cost Data-Collection Methods for AID",JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
47,"Davis, S. S.",,,,,Patience and Power: Women's Lives in a Moroccan Village,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
48,"Guba, E. G.","Lincoln, Y. S.",,,,The Politics of Program Evaluation,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
49,"Kohler, D.",,,,,Evaluation of the Energy Planning Project,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
50,"Lincoln, Y. S.","Guba, E. G.",,,,Naturalistic Inquiry,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
51,"Mason, J. P.",,,,,Practicing Development Anthropology,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
52,"Patton, M. Q.",,,,,Utilization-Focused Evaluation,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
53,"Tessler, M. A.","Entelis, J. P.",,,,The Government and Politics of the Middle East and North Africa,JOUR,"Thompson, Randal Joy",,,,,,,,,,Evaluator as power broker: Issues in the Maghreb,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1512,39,47
54,"Gore, P. H.","Naranjo, E.",,,,Desde el Surco,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
55,"Gore, P. H.","Sandau, J.","Stommes, E.",,,The Crossroads Survey: Clinton County: A Methodology for Assessing Differentiation by Locality of Services in Rural Areas,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
56,"Menzel, H.",,,,,A New Coefficient for Scalogram Analysis,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
57,"Moore, D. E.","Taietz, P.","Young, F. W.",,,Location of Institutions in Upstate New York,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
58,,,,,,Evaluation Study of Rural Municipal Development Program,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
59,,,,,,Market Town Development Project,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
60,"Young, F. W.",,,,,A Rural Development Inventory,JOUR,"Gore, Peter","Naranjo, Eduardo",,,,,,,,,Guttman scaling for development project evaluation and prescription,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1514,53,63
61,"Abrams, C.",,,,,Man's Struggle for Shelter in an Urbanizing World,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
62,"Denzin, N.",,,,,The Research Act: A Theoretical Introduction to Sociological Methods,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
63,"Gans, H. J.",,,,,The Levittowners,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
64,"Horayangkura, V.",,,,,"Cultural Housing Preferences in Low-Income Resettlement Communities in Bangkok, Thailand",JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
65,"Horayangkura, V.","Niyom, P.",,,,An Evaluation of the Lad Buakao Community Project of the National Housing Authority,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
66,"Horayangkura, V.","Niyom, P.",,,,An Evaluation of the Bang Bua Community Project of the National Housing Authority,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
67,"Jick, T. D.",,,,,Qualitative Methodology,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
68,"Johnson, J. M.",,,,,Doing Field Research,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
69,"Junker, B. H.",,,,,Field Work: An Introduction to the Social Sciences,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
70,"Kidder, L. H.","Judd, C. M.",,,,Research Methods in Social Relations,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
71,"Kirk, J.","Miller, M. L.",,,,Reliability and Validity in Qualitative Research,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
72,,,,,,Bangkok Metropolitan Regional Development Proposals: Recommended Development Strategies and Investment Programmes for the Sixth Plan (1987–1991),JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
73,"Patton, M. Q.",,,,,Qualitative Evaluation Methods,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
74,"Pornchokchai, S.",,,,,"1,020 Bangkok Slums: Evidence, Analysis, Critics",JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
75,"Preiser, W.F.E.","Rabinowitz, H. Z.","White, E. T.",,,Postoccupancy Evaluation,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
76,"Reichardt, C. S.","Cook, T. D.",,,,Qualitative and Quantitative Methods in Evaluation Research,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
77,"Salmen, L.",,,,,"Participant-Observer Evaluation of Urban Projects (La Paz, Bolivia, and Guayaquil, Ecuador): Final Report",JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
78,"Taylor, S. J.","Bogdan, R.",,,,Introduction to Qualitative Research Methods: The Search for Meanings,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
79,,,,,,Freedom to Build: Dweller Control of the Housing Process,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
80,"Wax, R. H.",,,,,Doing Fieldwork: Warnings and Advice,JOUR,"Horayangkura, Vimolsiddhi",,,,,,,,,,Observer-as-participant method of data gathering,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1515,65,74
81,"Della-Piana, G. M.",N. L. Smith,,,,Film Criticism and Microcomputer Courseware Evaluation,JOUR,"Nevo, David",,,,,,,,,,Expert opinion in program evaluation,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1517,85,93
82,"Eisner, E. W.",,,,,The Educational Imagination: The Design and Evaluation of Social Programs,JOUR,"Nevo, David",,,,,,,,,,Expert opinion in program evaluation,New Directions for Program Evaluation,1989,42,0164-7989,https://doi.org/10.1002/ev.1517,85,93
