,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
25,"Kroeber, A. L.","Kluckhohn, C.",,,,Culture: A Critical View of Concepts and Definitions,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
26,"Leviton, L. C.","Hughes, E.F.X.",,,,Research on the Utilization of Evaluations: A Review and Synthesis,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
27,"Myrsiades, L. S.",,,,,Corporate Stories as Cultural Communications in the Organizational Setting,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
28,"Ott, J. S.",,,,,The Organizational Culture Perspective,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
29,"Patton, M. Q.",,,,,Utilization-Focused Evaluation,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
30,"Patton, M. Q.",,,,,The Politics of Program Evaluation,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
31,"Patton, M. Q.",,,,,The Evaluator's Responsibility for Utilization,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
32,"Pelz, D. C.",,,,,Major Social Issues: A Multidisciplinary View,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
33,"Peters, T. J.","Waterman, R. H.",,,,In Search of Excellence,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
34,"Pettigrew, A. M.",,,,,Qualitative Methodology,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
35,"Pondy, L. R.",,,,,Organizational Symbolism,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
36,"Preskill, H.",,,,,Evaluation Use in the Management/Supervisory Training Programs of Banking Organizations,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
37,"Rich, R. F.",,,,,Using Social Research in Public Policy Making,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
38,"Schein, E. H.",,,,,Organizational Culture and Leadership,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
39,"Schein, E. H.",,,,,Corporate Cultures: Research Implications for Human Resource Development,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
40,"Siegel, K.","Tuckel, P.",,,,The Utilization of Evaluation Research: A Case Analysis,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
41,"Siehl, C.","Martin, J.",,,,Inside Organizations,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
42,"Smircich, L.",,,,,Organizational Culture,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
43,"Tommerup, P.",,,,,Inside Organizations,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
44,"Trice, H. M.","Beyer, J. M.",,,,Studying Organizational Cultures Through Rites and Ceremonials,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
45,"Weiss, C. H.",,,,,Utilization of Evaluation: Toward Comparative Study,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
46,"Weiss, C. H.",,,,,Using Social Research in Public Policy Making,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
47,"Weiss, C. H.",,,,,"Three Terms in Search of Reconceptualization: Knowledge, Utilization, and Decision-Making",JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
48,"Weiss, C. H.",,,,,Utilizing Evaluation,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
49,"Young, C. J.","Comptois, J.",,,,Evaluation in Legislation,JOUR,"Preskill, Hallie",,,,,,,,,,The cultural lens: Bringing utilization into focus,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1567,5,15
50,"Mangan, J. T.",,,,,What a Salesman Should Know About Selling Himself,JOUR,"Tate, Debra L.","Cummings, Oliver W.",,,,,,,,,Promoting evaluations with management,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1568,17,25
51,"Porter, M. E.",,,,,Competitive Strategies: Techniques for Analysing Industries and Corporations,JOUR,"Tate, Debra L.","Cummings, Oliver W.",,,,,,,,,Promoting evaluations with management,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1568,17,25
52,"Stufflebeam, D. L.","McCormick, C. H.","Brinkerhoff, R. O.","Nelson, C. O.",,Conducting Educational Needs Assessment,JOUR,"Tate, Debra L.","Cummings, Oliver W.",,,,,,,,,Promoting evaluations with management,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1568,17,25
53,,,,,,Process Quality Management and Improvement Guidelines,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
54,"Bailey, R. W.",,,,,Human Performance Engineering: A Guide for System Designers,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
55,"Benimoff, N. I.","Whitten, W. B., II.",,,,Human Factors Approaches to Prototyping and Evaluating User Interfaces,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
56,"Crosby, P. B.",,,,,Quality Is Free: The Art of Making Quality Certain,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
57,"Davis, B.",,,,,"After Recent Setbacks, NASA Faces a Fight over Project Funding",JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
58,"Day, M. C.",,,,,Designing the Human Interface: An Overview,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
59,"Draper, S. W.","Norman, D. A.",,,,Software Engineering for User Interfaces,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
60,"Hammond, K.",,,,,Applying Cognitive Psychology to User-Interface Design,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
61,"Humphrey, W. S.",,,,,The IBM Large-System Software Development Process: Objectives and Directions,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
62,"Juran, J. M.","Gryna, F. M., Jr.",,,,Quality Planning and Analysis: From Product Development Through Use,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
63,"Kato, T.",,,,,What Question-Asking Protocols Can Say About the User Interface,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
64,"Koono, Z.","Soga, M.",,,,Structural Ways of Thinking as Applied to Quality Assurance Management,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
65,"McCormick, E. J.",,,,,Human Factors in Engineering and Design,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
66,"Pettijohn, C. L.",,,,,Achieving Quality in the Development Process,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
67,,,,,,Quality by Design,JOUR,"Halpern, Edward S.",,,,,,,,,,Evaluating and ensuring high-tech product quality,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1569,27,39
68,"Antilla, S.","Sender, H.",,,,Getting Customers in Focus,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
69,"Bellenger, D. N.","Bernhardt, K. L.","Goldstucker, J. L.",,,Qualitative Research in Marketing,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
70,"Bernstein, L.","Harris, J.","Meloy, R.",,,"Focus Groups Improve Billing Practices, Patient Relations",JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
71,"Bischoff, R. N.",,,,,Lending an Ear to Employees' Benefits Needs,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
72,"Casey, M. A.",,,,,Marketing Agricultural Education,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
73,"Casey, M. A.","Krueger, R. A.","Bergsrud, F.",,,National Assessment of Water Quality Training Needs for Cooperative Extension Staff,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
74,"Cox, K. C.","Higginbotham, J. B.","Burton, J.",,,Applications of Focus Group Interviews in Marketing,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
75,,,,,,Focus Groups: A Needs Assessment Approach to Corporate Child Care Policy Planning,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
76,"Glaser, B. G.",,,,,Theoretical Sensitivity,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
77,"Glaser, B. G.","Strauss, A. L.",,,,The Discovery of Grounded Theory: Strategies for Qualitative Research,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
78,"Hollander, S. L.","Oromaner, D. S.",,,,Seminars Fill Gap in Focus-Group Training,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
79,,,,,,How Can You Improve Service? Ask Your Customers—That's What Fidelity Did,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
80,"Ingrassia, L.",,,,,A Matter of Taste: There's No Way to Tell If a New Food Product Will Please the Public,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
81,"Krueger, R. A.",,,,,Focus Groups: A Practical Guide for Applied Research,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
82,"Merton, R. K.","Fiske, M.","Kendall, P. L.",,,The Focused Interview,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
83,"Miles, M. B.","Huberman, M. A.",,,,Qualitative Data Analysis: A Sourcebook of New Methods,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
84,"Morgan, D. L.",,,,,Focus Groups as Qualitative Research,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
85,"Patton, M. Q.",,,,,Qualitative Evaluation and Research Methods,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
86,"Roethlisberger, F. J.","Dickson, W. J.",,,,Management and the Worker,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
87,"Rogers, C. R.",,,,,Counseling and Psychotherapy,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
88,"Sadowske, S.",,,,,Focus Groups for State Strategic Planning: Overview and Assessment,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
89,"Sonnecken, E. H.",,,,,Handbook of Modern Marketing,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
90,"Strauss, A. L.",,,,,Qualitative Analysis for Social Scientists,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
91,"Taylor, S. J.","Bogdan, R.",,,,Introduction to Qualitative Research Methods,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
92,"Tesch, R.",,,,,Qualitative Research: Analysis Types and Software Tools,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
93,"Vichas, R. P.",,,,,Eleven Ways Focus Groups Produce Profit-Making Ideas,JOUR,"Krueger, Richard A.",,,,,,,,,,Focus-group interviewing: New strategies for business and industry,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1570,41,49
94,"Argyris, C.",,,,,"Reasoning, Learning, and Action",JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
95,"Calingo, L.M.R.","Perloff, R.","Bryant, F. B.",,,Evaluation Studies Review Annual,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
96,"Clark, D. L.",,,,,Organizational Theory and Inquiry: The Paradigm Revolution,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
97,"Davis, L. E.",,,,,Enhancing the Quality of Working Life: Developments in the United States,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
98,"Downs, A.",,,,,An Economic Theory of Democracy,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
99,"Dreitzel, H. P.",,,,,The Politics and Society Reader,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
100,"Faucheux, C.","Amado, G.","Laurent, A.",,,Organizational Development and Change,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
101,"Hempel, C. G.",,,,,Aspects of Scientific Explanation and Other Essays in the Philosophy of Science,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
102,"Herbst, P. G.",,,,,Socio-Technical Design,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
103,"Levinson, H.",,,,,Criteria for Choosing Chief Executives,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
104,"Lincoln, Y. S.",,,,,Organizational Theory and Inquiry: The Paradigm Revolution,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
105,"Morgan, G.",,,,,Images of Organization,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
106,"Patterson, J. L.","Purkey, S. C.","Parker, J. V.",,,Productive School Systems for a Nonrational World,JOUR,"Farley, Joanne",,,,,,,,,,Sociotechnical theory: An alternative framework for evaluation,New Directions for Program Evaluation,1991,49,0164-7989,https://doi.org/10.1002/ev.1571,51,62
