,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
22,"Weiss, C. H.",,,,,Evaluating Action Programs: Readings in Social Action and Evaluation,JOUR,"Weiss, Carol H.",,,,,,,,,,The stakeholder approach to evaluation: Origins and promise,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1322,3,14
23,"Wholey, J. S.",,,,,Federal Evaluation Policy,JOUR,"Weiss, Carol H.",,,,,,,,,,The stakeholder approach to evaluation: Origins and promise,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1322,3,14
24,"Williams, W.",,,,,Social Policy Research and Analysis,JOUR,"Weiss, Carol H.",,,,,,,,,,The stakeholder approach to evaluation: Origins and promise,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1322,3,14
25,"Windle, C.","Ochberg, F. M.",,,,Enhancing Program Evaluation in the Community Mental Health Centers Program,JOUR,"Weiss, Carol H.",,,,,,,,,,The stakeholder approach to evaluation: Origins and promise,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1322,3,14
26,,,,,,Educating Policy Makers for Evaluation,JOUR,"Weiss, Carol H.",,,,,,,,,,The stakeholder approach to evaluation: Origins and promise,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1322,3,14
27,"Austermiller, J.",,,,,A Confidential Evaluation Report on Cities-in-Schools,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
28,"Brophy, M.","Miasto, S.","Burstein, L.","Chan, A.",,"Program Evaluation for Mental Health: Methods, Strategies, and Participants",JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
29,"Gold, N.",,,,,The Stakeholder Process in Education Program Evaluation,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
30,"House, E.",,,,,Justice in Evaluation,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
31,"Kennedy, M.",,,,,Working Knowledge,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
32,"Krug, R. E.","Murray, C.","Schubert, J. G.",,,Evaluation Designs for Cities-in-Schools,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
33,"Murray, C.",,,,,Evaluation Research Society,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
34,"Murray, C.",,,,,,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
35,"Murray, C.","Bourque, B.","Mileff, S.",,,The National Evaluation of the Cities-in-Schools Program,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
36,"Rodman, H.","Kolodny, R.",,,,Organizational Strains in the Researcher–Practitioner Relationship,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
37,"Rossi, P.",,,,,Informal remarks as a discussant of papers at the Evaluation Research Society annual meeting,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
38,"Stake, R.",,,,,The Meta-Evaluation Case Study of Cities-in-Schools,JOUR,"Stake, Robert E.",,,,,,,,,,Stakeholder influence in the evaluation of Cities-in-Schools,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1323,15,30
39,,,,,,Washington Star,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
40,,,,,,Assessment of Stakeholders' Needs,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
41,"Bronscombe, A.",,,,,‘Sermon’ by Jackson Opens Push/Excel,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
42,"Califano, J. A., Jr.",,,,,Governing America,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
43,"Murray, C.",,,,,Proposal to NIE,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
44,"Murray, C.",,,,,Evaluation Design,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
45,"Murray, C.",,,,,The Evolution of a Program,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
46,"Murray, C.",,,,,Implementation Guide,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
47,"Murray, C.",,,,,"The Program, the School, and the Students",JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
48,"Murray, C.",,,,,Final Report,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
49,,,,,,Evaluation of Project Excel,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
50,,,,,,Push for Excellence: The Developing Process of Implementation,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
51,"Rich, S.",,,,,Washington Post,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
52,"Rich, S.",,,,,Washington Post,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
53,"Rossi, P. H.",,,,,Personal communication to Norman Gold,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
54,"Schwarz, P. A.",E. Loveland,,,,Program Devaluation: Can the Experiment Reform?,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
55,"Wortman, P. M.",,,,,Comments on the AIR Draft Evaluation Design of the Push for Excellence Program,JOUR,"Farrar, Eleanor","House, Ernest R.",,,,,,,,,The evaluation of Push/Excel: A case study,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1324,31,57
56,"Edwards, W.","Guttentag, M.","Snapper, K.",,,A Decision-Theoretic Approach to Evaluation Research,JOUR,"Gold, Norman",,,,,,,,,,Stakeholder and program evaluation: Characterizations and reflections,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1326,63,72
57,"Stake, R.",,,,,The Meta-Evaluation Case Study of Cities-in-Schools,JOUR,"Cohen, David K.",,,,,,,,,,Evaluation and reform,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1327,73,81
58,"Ackoff, R. L.",,,,,Management Misinformation Systems,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
59,,,,,,Current Accounting Issues in the Area of Management Information Systems,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
60,"Berg, M. R.",,,,,Factors Affecting Utilization of Technology Assessment Studies in Policy Making,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
61,"Caplan, N.",,,,,Using Social Research in Public Policy Making,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
62,"Conway, R.",,,,,Promoting Knowledge Utilization Through Clinically Oriented Research: The Benchmark Program,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
63,"Cronbach, L. J.",,,,,Toward Reform of Program Evaluation,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
64,,,,,,Knowledge Production and Utilization in Educational Administration,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
65,"Flanagan, J. C.",,,,,Case Studies on the Utilization of Behavioral Science Research,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
66,"Grudnitski, G.",,,,,Proceedings of the Second International Conference on Information Systems,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
67,"Havelock, R. G.",,,,,Planning for Innovation Through Dissemination and Utilization of Knowledge,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
68,"Joly, J. M.",,,,,Research and Innovation: Two Solitudes?,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
69,,,,,,The Uses of Sociology,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
70,"Lindbloom, C. E.",,,,,The Policy-Making Process,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
71,"March, J. G.",,,,,Theories of Choice and Making Decisions,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
72,"Pelz, D. C.",,,,,Major Social Issues,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
73,"Rich, R. F.",,,,,Using Social Research in Public Policy Making,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
74,"Rothman, J.",,,,,Social R & D: Research and Development in the Human Services,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
75,"Slovic, P.","Fischhoff, B.","Lichtenstein, S.",,,Behavioral Decision Theory,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
76,"Slovic, P.","Lichtenstein, S.",,,,Comparison of Bayesian and Regression Approaches to the Study of Information Processing in Judgment,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
77,"Weiss, C. H.",,,,,Where Politics and Evaluation Meet,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
78,,,,,,Using Social Research in Public Policy Making,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
79,"Weiss, C. H.","Bucuvalas, M. J.",,,,Social Science Research and Decision Making,JOUR,"Weiss, Carol H.",,,,,,,,,,Toward the future of stakeholder approaches in evaluation,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1328,83,96
80,"Bronfenbrenner, U.",,,,,A Report on Longitudinal Evaluations of Preschool Programs,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
81,"Bryk, A. S.","Meisels, S. J.","Markowitz, M. T.",,,Special Education and Development,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
82,"Bryk, A. S.","Wohlleb, C.","Malson, M.","Mathis, M.",,The Evaluation Primer: Planning Report of the Brookline Early Education Project,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
83,"Glass, G. V.",,,,,Integrating Findings: The Meta-analysis of Research,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
84,"Glass, G. V.","McGaw, B.","Smith, M. L.",,,Meta-analysis in Social Research,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
85,"Glass, G. V.","Smith, M. L.",,,,Meta-analysis of Research on Class Size and Achievement,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
86,"Guba, E. G.","Lincoln, Y. S.",,,,Effective Evaluation,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
87,"Kennedy, M. M.",,,,,Working Knowledge and Other Essays,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
88,"Kuhn, S.",,,,,The Structure of Scientific Revolutions,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
89,"Light, R. J.","Smith, P. V.",,,,Accumulating Evidence: Procedures for Resolving Contradiction Among Different Research Studies,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
90,"Patton, M. Q.",,,,,Utilization-Focused Evaluation,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
91,"Pillemer, D. B.","Light, R. J.",,,,Synthesizing Outcomes: How to Use Research Evidence from Many Studies,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
92,"Rosenthal, R.","Rubin, D. B.",,,,Interpersonal Expectancy Effects: The First 345 Studies,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
93,"Stake, R. E.",,,,,The Meta-Evaluation Case Study of Cities-in-Schools,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
94,"White, S. H.","Day, M. C.",,,,Young Children: Review and Recommendations,JOUR,"Bryk, Anthony S.","Raudenbush, Stephen W.",,,,,,,,,The potential contribution of program evaluation to social problem solving: A view based on the CIS and Push/Excel experiences,New Directions for Program Evaluation,1983,17,0164-7989,https://doi.org/10.1002/ev.1329,97,108
0,"Carter, L. F.",,,,,Federal Clearance of Educational Evaluation Instruments,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
1,"Cook, T. D.","Campbell, D. T.",,,,Quasi-Experimentation: Design and Analysis Issues for Field Settings,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
2,"Cronbach, L. J.",,,,,"Toward Reform of Program Evaluation: Aims, Methods, and Institutional Arrangements",JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
3,,,,,,The United States Government Manual,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
4,,,,,,The United States Government Manual 1982/83,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
5,"Lynn, L., Jr.",,,,,The Management of Federal Research and Development,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
6,"Raizen, S.","Rossi, P. H.",,,,Program Evaluation in Education: When? How? To What Ends?,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
7,"Riecken, H. W.","Boruch, R. F.",,,,Social Experimentation,JOUR,"Wargo, Michael J.",,,,,,,,,,Management of the evaluation function within the federal government,New Directions for Program Evaluation,1983,18,0164-7989,https://doi.org/10.1002/ev.1331,5,25
