,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
29,"Wilier, B. S.","Bartlett, D. P.","Northman, J. E.",,,Simulation as a Method for Teaching Program Evaluation,JOUR,"Davis, Barbara Gross",,,,,,,,,,Overview of the teaching of evaluation across the disciplines,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1415,5,14
30,"Worthen, B.",,,,,Competencies for Educational Research and Evaluation,JOUR,"Davis, Barbara Gross",,,,,,,,,,Overview of the teaching of evaluation across the disciplines,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1415,5,14
31,"Wortman, P. M.","Cordray, D. S.","Reis, J.",L. Sechrest,,Training for Evaluation Research: Some Issues,JOUR,"Davis, Barbara Gross",,,,,,,,,,Overview of the teaching of evaluation across the disciplines,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1415,5,14
32,"Allison, G. T.",,,,,Essence of Decision: Explaining the Cuban Missile Crisis,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
33,"Anderson, S.","Ball, S.","Murphy, R. T.",,,Encyclopedia of Educational Evaluation: Concepts and Techniques for Evaluating Education and Training Programs,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
34,"Bloom, B.","Hastings, J. T.","Madaus, G.",,,Handbook on Formative and Summative Evaluation of Student Learning,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
35,,,,,,Evaluating Educational Programs and Products,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
36,"Borich, G.","Jemelka, R.",,,,Definitions of Instructional Program Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
37,"Borich, G.","Madden, S.",,,,Evaluating Classroom Instruction: A Sourcebook of Instruments,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
38,"Boyle, P.",,,,,Planning Better Programs,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
39,"Braskamp, L.","Brown, R. D.",,,,Utilization of Evaluative Information,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
40,"Brinkerhoff, R.",,,,,Program Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
41,,,,,,Program Evaluation Kit,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
42,"Cohen, D.","Garet, M.",,,,Reforming Educational Policy with Applied Social Research,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
43,"Coller, A.",,,,,A Taxonomy of Programmatic Tasks in an Educational Evaluation Facilitation and Coordination System,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
44,"Cook, T.","Campbell, D.",,,,Quasi-Experimentation: Design and Analysis Issues for Field Settings,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
45,"Cook, T.","Reichardt, C.",,,,Qualitative and Quantitative Methods in Evaluation Research,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
46,"Cronbach, L. J.","Ambron, S. R.","Dornbusch, S. M.","Hess, R. D.","Hornik, R. C.","Aims, Methods, and Institutional Arrangements. Toward Reform of Program Evaluation",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
47,"Cronbach, L. J.",,,,,Designing Evaluations of Educational and Social Programs,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
48,,,,,,"Department of Research, Evaluation, and Information Systems Job Descriptions",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
49,"Dressel, P.",,,,,"Handbook of Academic Evaluation: Assessing Institutional Effectiveness, Student Progress, and Professional Performance for Decision Making in Higher Education",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
50,"Eisner, E.",,,,,The Educational Imagination,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
51,,,,,,Microcomputer Courseware/Microprocessor Games,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
52,"Glass, G. V.",,,,,A Paradox About Excellence of Schools and the People in Them,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
53,"Glass, G. V.","Worthen, B. R.",,,,Educational Evaluation and Research: Similarities and Differences,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
54,"Gray, P.",,,,,Columns in Evaluation News on microcomputer hardware and software,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
55,"Green, J.","Stone, J.",,,,Curriculum Evaluation: Theory and Practice,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
56,"Gronlund, N.",,,,,Measurement and Evaluation in Teaching,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
57,"Grotelueschen, A.",,,,,"Developing, Administering, and Evaluating Adult Education",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
58,"Guba, E.",,,,,The Failure of Educational Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
59,"Guba, E.","Lincoln, Y. S.",,,,Effective Evaluation: Improving the Usefulness of Evaluation Results Through Responsive and Naturalistic Approaches,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
60,"House, E.",,,,,Evaluating with Validity,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
61,,,,,,"Standards for Evaluation of Educational Programs, Projects, and Materials",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
62,"Levin, H.",,,,,Cost-Effectiveness: A Primer,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
63,"Madaus, G.","Airasian, P.","Kellaghan, T.",,,School Effectiveness,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
64,"Madaus, G.","Scriven, M.","Stufflebeam, D.",,,Evaluation Models,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
65,"Mager, R.",,,,,Preparing Instructional Objectives,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
66,"Patton, M.",,,,,Utilization-Focused Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
67,"Patton, M.",,,,,Qualitative Evaluation Methods,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
68,"Patton, M.",,,,,Practical Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
69,"Payne, D.",,,,,Curriculum Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
70,"Popham, W. J.",,,,,An Evaluation Guidebook,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
71,"Popham, W. J.",,,,,Evaluation in Education: Current Applications,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
72,"Posavac, E.","Carey, R.",,,,Program Evaluation: Methods and Case Studies,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
73,"Provus, M.",,,,,Discrepancy Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
74,"Ragsdale, R.",,,,,Computers in the Schools: A Guide for Planning,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
75,"Ragsdale, R.",,,,,Evaluation of Microcomputer Courseware,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
76,,,,,,Standards for Evaluation Practice,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
77,"Rossi, P. H.","Freeman, H. E.",,,,Evaluation: A Systematic Approach,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
78,"Sanders, J.",,,,,On the Technology and Art of Evaluation: A Review of Seven Evaluation Primers,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
79,,,,,,Conceptual Frameworks for Viewing Educational RDD&E,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
80,"Scriven, M.",,,,,Curriculum Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
81,"Scriven, M.",,,,,School Evaluation: The Politics and Process,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
82,"Scriven, M.",,,,,Evaluating Educational Programs and Products,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
83,"Scriven, M.",,,,,Evaluation Thesaurus,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
84,"Scriven, M.","Roth, J.",S. B. Anderson,C. D. Coles,,Needs Assessment: Concept and Practice,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
85,"Smith, N.",,,,,Metaphors for Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
86,"Stufflebeam, D.",,,,,Metaevaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
87,"Stufflebeam, D.","Shinkfield, A.",,,,Systematic Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
88,"Stufflebeam, D.","Webster, W.",,,,An Analysis of Alternative Approaches to Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
89,"Stufflebeam, D.",,,,,Educational Evaluation and Decision Making,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
90,"Taylor, D.",,,,,"Eeny, Meeny, Miney, Meaux: Alternative Evaluation Models",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
91,"Travers, R.",,,,,How Research Has Changed American Schools,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
92,"Udinsky, B.","Osterlind, S.","Lynch, S.",,,"Evaluation Resource Handbook: Gathering, Analyzing, Reporting Data",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
93,"Weick, K.",,,,,The Social Psychology of Organizing,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
94,"Witkin, B.",,,,,"Assessing Needs in Educational and Social Programs: Using Information to Make Decisions, Set Priorities, and Allocate Resources",JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
95,"Wolf, R.",,,,,The Use of Judicial Evaluation Methods in the Formulation of Educational Policy,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
96,"Worthen, B.",,,,,Competencies for Educational Research and Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
97,"Worthen, B.",,,,,Expertise Needed in Curriculum Evaluation,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
98,"Worthen, B.","Sanders, J.",,,,Educational Evaluation: Theory and Practice,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
99,"Worthen, B.","Sanders, J.",,,,Content Specialization and Educational Evaluation: A Necessary Marriage?,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
100,"Yavorsky, D.",,,,,Discrepancy Evaluation: A Practitioner's Guide,JOUR,"Sanders, James R.",,,,,,,,,,The teaching of evaluation in education,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1416,15,27
101,"Beach, D. S.",,,,,Managing People at Work,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
102,"Campbell, D. T.",,,,,Reforms as Experiments,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
103,"Chadwin, M. L.",,,,,Managing Program Headquarters Units: The Importance of Matricing,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
104,"Chase, G.","Reveal, E. C.",,,,How to Manage in the Public Sector,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
105,"Cook, T. D.","Levinson-Rose, J.","Pollard, W. E.",,,The Misutilization of Evaluation Research: Some Pitfalls of Definition,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
106,"Datta, L. E.","Perloff, R.",,,,Improving Evaluations,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
107,"Eddy, W. B.",,,,,Public Organization Behavior and Process,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
108,"Friedman, M.",,,,,Capitalism and Freedom,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
109,,,,,,Roundtable Justice: Case Studies in Conflict Resolution,JOUR,"Perloff, Robert","Rich, Robert F.",,,,,,,,,The teaching of evaluation in schools of management,New Directions for Program Evaluation,1986,29,0164-7989,https://doi.org/10.1002/ev.1417,29,37
